,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
4763,98.82440282,,44.69063791,228320.0,,,,59180.47,,18916.444,4.934896779,1.713652395,11.50410015,45735507909.0,90.37448086,34.12084793,0.25206406,17432000.0,1622.0,43438509.0,3256.6,106.02,42.14298605,40.36474868,43.66600861,2302.653691,145.3028373,106.29,39.28086281,200682.0,510890.0,13338796.0,96.24,9.003895163,,,,37728614.0,54.555,-0.715625579,,513120.0
4764,98.97097779,,44.69898687,228362.654,,,,57333.525,,18676.7924,4.809587976,1.523071631,11.32221534,47591081511.0,90.37448086,33.93346004,0.249160876,17336265.4,1622.0,42040227.0,3214.0,105.04,39.30054107,36.97502404,41.24860277,2625.959747,161.6206827,105.0,39.27616512,200658.0,510890.0,13080548.0,98.46,9.199632015,,,,37438158.0,53.807,-0.772834693,,513120.0
4765,99.15653756,,44.71021159,228420.0,,,,52580.03,,17558.8156,3.911260683,1.618594134,10.08892162,41096116473.0,90.37448086,33.35747421,0.243593057,17042000.0,1622.0,37855165.68,3141.1,103.13,33.49302911,31.20571467,35.4017918,2507.952038,156.728607,102.95,39.27146744,200634.0,510890.0,12051561.0,101.62,9.786842569,,,,37119178.0,53.057,-0.85566884,,513120.0
4766,99.50881734,,44.71804107,228460.0,,,,48501.5925,,15390.7166,3.75814698,1.630416528,8.872723648,35605906227.0,90.37448086,33.10105894,0.240573939,16911000.0,1622.0,32890604.99,2958.7,96.14,32.33449864,29.86997415,34.39866374,2102.598676,135.2745172,96.59,39.26676975,200610.0,510890.0,11116700.0,99.64,10.05108732,491891.911,3.455507691,17671.41699,36768187.0,52.306,-0.950077568,2.820432694,513120.0
4767,99.89215588,,44.71021159,228420.0,,,,52817.0025,,17133.4802,3.862982262,1.640667355,8.478076963,35045517270.0,90.37448086,33.01493472,0.238885538,16867000.0,1622.0,36677356.95,3064.5,100.72,31.22906049,28.47860429,33.53242004,2181.999296,146.9586293,100.46,39.18064554,200170.0,510890.0,11968338.0,98.74,10.12938206,,,,36399340.0,51.552,-1.008234499,,513120.0
4768,99.9,,44.71999843,228470.0,,,,52510.9575,,18567.8436,4.920355154,1.687667119,8.406412587,38363236613.0,90.37448086,32.7800505,0.236211914,16747000.0,1622.0,38169115.77,3172.3,102.94,31.52968155,28.5523394,34.01810429,1904.314184,167.1548247,102.09,39.11018027,199810.0,510890.0,12032106.0,99.68,10.37405312,,,,36016287.0,50.8,-1.05793898,,513120.0
4769,99.73018341,,44.717447,228456.965,,,,52019.7425,,17132.467,4.042967037,1.550367641,8.201819262,41563064276.0,90.37448086,32.77749907,0.235431098,16745696.5,1622.0,37857467.3,3151.7,106.38,32.1983101,29.24011353,34.67663294,1585.50552,138.4241659,103.94,39.03971501,199450.0,510890.0,12011701.0,98.86,10.37405312,,,,35600176.0,50.051,-1.162067115,,513120.0
4770,99.9,,45.01947582,230000.0,,,,48666.455,,15371.287,3.851015232,1.521008813,8.12856804,44217515515.0,90.37448086,32.88379103,0.235598472,16800000.0,1622.0,33621064.94,3022.0,102.51,31.49058664,28.34160678,34.13960153,1492.314988,112.3677655,100.49,38.96924974,199090.0,510890.0,11125581.0,101.49,10.56978997,,,,35160432.0,49.308,-1.242922224,,513120.0
4771,100.0,,45.55168373,232718.997,,,,51046.8225,,16826.719,3.629775015,1.345057675,8.702766707,43553628237.0,90.37448086,33.22026209,0.237450046,16971899.7,1622.0,37223391.17,3013.9,97.97,31.38947099,28.00203926,34.25768627,1934.50583,135.2976662,96.08,38.89878447,198730.0,510890.0,12350498.0,101.28,10.76552683,,,,34715730.0,48.57,-1.272846107,,513120.0
4772,100.0,,45.99816007,235000.0,,,,,,,4.16646491,1.68419811,8.708375671,44026766285.0,,33.56887001,0.23952145,17150000.0,,38335614.16,3061.9,102.1,31.89732223,28.44256861,34.83632013,2013.518543,139.3613125,100.1,38.82831921,198370.0,510890.0,12520319.0,102.75,10.86339525,,,,34251820.0,47.837,-1.345319638,,513120.0
4773,,,,,,,,,,,4.109133901,1.44183237,8.81462405,43669705146.0,,,,,,39729767.1,3092.5,106.6,30.42324706,27.02175955,33.31963696,,,104.2,,,,12847242.0,103.25,,,,,33777188.0,47.111,-1.395403859,,
4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,,,22.66308003,3370.0,,,93.02325581,401.56,94.11764706,156.3606,,,,,,8.069939475,0.138464361,120000.0,1500.0,104035.0,1555.8,82.02,67.80620379,69.90962182,66.09763748,,,78.48,63.9206456,9505.0,14870.0,66867.0,72.82,4.505716207,,,,659433.0,76.09,0.847793738,,14870.0
4776,1.243817778,,22.66308003,3370.0,,,93.87755102,461.08,94.44444444,166.9992,,,28.42738952,104307000.0,,8.069939475,0.136618243,120000.0,1500.0,139449.0,1936.8,92.03,64.36399176,66.66823827,62.49501489,,,83.96,63.8264963,9491.0,14870.0,72000.0,70.93,4.505716207,14925.42395,1.521934127,228.0491312,665244.0,75.737,0.877351577,2.474903265,14870.0
4777,10.70258204,,22.63618023,3366.0,,,40.78947368,620.285,95.23809524,197.9018,,,21.55371264,102906800.0,,8.043039677,0.133930421,119600.0,1500.0,122845.0,1338.7,93.89,60.63885813,62.94308203,58.77574656,,,85.47,63.73234701,9477.0,14870.0,91764.0,71.88,4.505716207,,,,673153.0,75.381,1.181875342,,14870.0
4778,7.88126846,8.599048186,22.60928043,3362.0,,,25.94142259,622.1875,90.90909091,204.0108,,,24.67526741,115839400.0,,8.016139879,0.131040995,119200.0,1500.0,147370.0,1667.2,99.89,61.31224227,63.29756211,59.68745194,,0.154949664,92.76,63.63819771,9463.0,14870.0,88396.0,81.25,4.505716207,,,,682420.0,75.021,1.367266,,14870.0
4779,12.11881748,,22.44788164,3338.0,,,19.26605505,634.3825,95.0,190.0644,,,24.87366933,121990200.0,,7.989240081,0.128193922,118800.0,1500.0,135608.0,1443.4,96.73,60.58211036,62.29906129,59.16578455,,0.026262626,90.31,63.54404842,9449.0,14870.0,93950.0,79.93,4.371217216,,,,691862.0,74.657,1.374120969,,14870.0
4780,14.5579781,,22.42098184,3334.0,,,12.90322581,524.2225,95.0,186.4586,0.438382358,0.442957764,30.78841215,135706700.0,91.38225256,7.962340282,0.125160018,118400.0,1500.0,117203.0,1562.7,97.42,60.79533537,62.12517746,59.69341842,,,90.51,63.44989913,9435.0,14870.0,75000.0,79.37,4.371217216,,,,702775.0,74.29,1.565026992,,14870.0
4781,17.96184597,,22.39408204,3330.0,,,12.4248497,620.1525,95.23809524,198.2892,0.128938382,1.099087077,28.91251395,133653300.0,91.38225256,7.935440484,0.121735704,118000.0,1500.0,151106.0,1541.9,105.9,59.56765587,60.75501873,58.58498405,,,96.28,63.35574983,9421.0,14870.0,98000.0,80.71,4.371217216,,,,716894.0,73.959,1.989120777,,14870.0
4782,21.39724015,,22.36718225,3326.0,,,12.17228464,651.9,90.90909091,203.9512,,,32.20428548,146140600.0,91.38225256,7.908540686,0.118242768,117600.0,1500.0,174394.0,1503.4,108.86,60.50953235,61.49736343,59.68963508,,0.301615646,99.18,63.26160054,9407.0,14870.0,116000.0,83.52,4.371217216,,,,732258.0,73.626,2.120491942,,14870.0
4783,19.94585592,,22.34028245,3322.0,,,11.36767318,635.48,95.23809524,201.6864,,,29.99741707,162824600.0,91.38225256,7.881640888,0.114973876,117200.0,1500.0,131946.0,1276.1,102.77,59.48114043,60.46278924,58.67257342,,,96.61,63.16745124,9393.0,14870.0,103400.0,86.63,4.371217216,,,,747101.0,73.291,2.006747261,,14870.0
4784,28.36542774,,22.64963013,3368.0,,,11.18530885,673.48,95.45454545,209.494,,,30.15551015,195565600.0,91.38225256,7.854741089,0.1119765,116800.0,1500.0,180430.0,1442.7,113.78,58.69552126,59.76528728,57.82063795,,0.000770548,104.66,63.07330195,9379.0,14870.0,125068.0,89.88,4.707464694,,,,760945.0,72.952,1.836069844,,14870.0
4785,31.89339919,,22.75722932,3384.0,,,,650.065,,213.8448,,,24.96286477,181464500.0,91.38225256,7.827841291,0.109240385,116400.0,1500.0,255490.0,2315.5,129.69,56.13398475,57.220189,55.25045987,,0.204639175,115.51,62.97915266,9365.0,14870.0,110338.0,92.5,4.841963685,,,,773699.0,72.611,1.662182714,,14870.0
4786,20.57827585,,22.73032952,3380.0,,,,626.955,,207.4378,,,25.5964077,225737100.0,91.38225256,7.800941493,0.106570043,116000.0,1500.0,261816.18,2451.4,128.17,54.96981747,55.86406541,54.24502116,,3.092413793,115.22,62.88500336,9351.0,14870.0,106803.0,94.21,4.841963685,,,,786627.0,72.268,1.657127529,,14870.0
4787,39.02513945,,22.77067922,3386.0,,,,635.2825,,208.4212,,,22.16024293,231028200.0,91.38225256,7.774041695,0.103865672,115600.0,1500.0,148080.0,2586.1,99.11,55.65713482,57.21278313,54.39934577,,,98.56,62.79085407,9337.0,14870.0,57260.0,97.67,4.909213181,,,,800463.0,71.921,1.743612591,,14870.0
4788,42.62431964,,22.80430397,3391.0,,,,686.0675,,221.116,,,25.79649392,299382500.0,91.38225256,7.747141896,0.101259058,115200.0,1500.0,182005.0,2089.9,100.67,56.80122595,58.74637737,55.23188676,,1.487847222,101.11,62.69670477,9323.0,14870.0,87086.0,101.8,4.969737727,,,,814257.0,71.572,1.708573073,,14870.0
4789,46.24323694,,22.83792872,3396.0,,,,634.4375,,222.5762,32.63263794,6.261782295,21.31998698,297568900.0,91.38225256,7.720242098,0.09883303,114800.0,1500.0,188121.0,2656.4,99.73,57.32422115,59.89936994,55.24607744,,1.081620209,99.07,62.60255548,9309.0,14870.0,70818.0,98.0,5.030262273,,,,827271.0,71.221,1.58562908,,14870.0
4790,49.76698604,,22.87155346,3401.0,,,,647.35,,230.95,,,21.05070744,304716400.0,91.38225256,7.6933423,0.096553936,114400.0,1500.0,191297.0,2923.1,104.53,55.0106721,56.30931801,53.9635056,,0.178758741,100.45,62.50840619,9295.0,14870.0,65443.0,93.83,5.090786819,,,,839653.0,70.867,1.485637946,,14870.0
4791,55.60421528,,22.90517821,3406.0,,,,701.7325,,256.6376,,,17.77274283,283511700.0,91.38225256,7.666442502,0.094542023,114000.0,1500.0,213902.0,2595.7,102.75,52.93281662,53.26477807,52.66561255,,2.111052632,103.85,62.41425689,9281.0,14870.0,82407.0,105.61,5.151311365,14909.69391,1.515745387,227.1218001,850219.0,70.51,1.250525211,1.904257139,14870.0
4792,67.18117435,,22.93880296,3411.0,,,,685.5325,,252.8828,,,16.93773891,279913700.0,91.38225256,7.639542703,0.092767863,113600.0,1500.0,156565.16,2567.9,92.72,50.74202335,50.23556961,51.14785133,,0.995070423,95.71,62.3201076,9267.0,14870.0,60970.0,100.56,5.211835911,,,,859030.0,70.15,1.030988235,,14870.0
4793,70.94392045,,22.97242771,3416.0,,,,705.5975,,258.962,25.05739265,1.812974732,16.98652066,271480000.0,91.38225256,7.612642905,0.091052778,113200.0,1500.0,137114.64,2383.3,87.16,48.15062362,47.94865228,48.31332688,,0.351943463,91.51,62.24613315,9256.0,14870.0,57532.0,98.57,5.272360457,,,,867629.0,69.788,0.996035823,,14870.0
4794,78.75922581,,23.00605245,3421.0,,,,705.605,,263.7002,9.492634954,1.583270259,17.65597349,276520300.0,91.38225256,7.585743107,0.089392913,112800.0,1500.0,143213.78,2503.6,95.52,45.95416168,46.62582011,45.40922661,,0.52322695,96.84,62.13180901,9239.0,14870.0,57202.0,99.0,5.332885003,,,,875998.0,69.422,0.959960389,,14870.0
4795,86.45115581,,22.95897781,3414.0,,,,789.2075,,286.4078,0.187236184,0.9516866,14.16760646,287182200.0,91.38225256,7.498318763,0.087079577,111500.0,1500.0,123512.0,2354.2,86.08,44.07701442,46.2637634,42.3103389,,0.529327354,93.61,62.03765972,9225.0,14870.0,52464.0,105.83,5.373234701,,,,884181.0,69.053,0.929798498,,14870.0
4796,94.17934578,,22.95897781,3414.0,,,,699.1125,,256.0118,0.03119422,1.279509923,13.12293907,283799200.0,91.38225256,7.498318763,0.085769561,111500.0,1500.0,127589.0,2658.5,92.42,42.45509351,45.88567996,39.6751897,,0.529327354,93.25,61.94351042,9211.0,14870.0,47993.0,94.62,5.373234701,,,,892837.0,68.68,0.974224061,,14870.0
4797,100.0,,22.95897781,3414.0,,,,,,,0.043058831,1.352331667,8.620599687,312234500.0,,7.498318763,0.084409459,111500.0,,101513.0,1201.9,93.42,37.84328968,42.61216174,33.93637282,,0.529327354,89.77,61.84936113,9197.0,14870.0,84458.0,83.9,5.373234701,,,,902269.0,68.305,1.050866835,,14870.0
4798,,,,,,,,,,,0.154522151,0.93944645,10.22984611,327841300.0,,,,,,163000.0,2046.1,107.66,39.19129519,44.27754102,35.04334708,,,101.69,,,,79665.0,92.01,,,,,911089.0,67.926,0.972788556,,
4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,3.131976895,,61.9599191,33700.0,80.0,0.3187251,41.17647059,979.43,82.90598291,974.46,34.384276,1.22525367,36.93322318,582316034.6,46.21532675,41.36789851,0.462207738,2250000.0,1168.0,759376.0,1060.8,69.38,57.51992964,51.18458124,63.22963837,,7.511111111,65.19,23.49298768,12777.836,54390.0,715842.0,67.32,2.206287921,,,,3287807.0,67.54,2.255361894,,56790.0
4801,6.385299624,,62.51149108,34000.0,80.0,0.32,41.50197628,1052.29,81.39534884,1051.9698,23.44166393,1.708929149,30.56164478,455946475.7,47.15127701,41.73561316,0.453271593,2270000.0,1168.0,740520.0,1058.3,63.8,57.21271135,50.89248727,62.95651451,,8.739207048,61.66,23.32164001,12684.64,54390.0,699716.0,72.59,2.390145247,56365.33953,0.351472153,200.6683628,3360041.0,67.093,2.173239911,0.201012693,56790.0
4802,5.435564453,,62.87920574,34200.0,80.0,0.340425532,37.75100402,944.28,78.99159664,940.6072,11.16928898,1.270469233,33.92963181,502985675.8,46.06299213,42.10332782,0.445055473,2290000.0,1168.0,814714.0,1150.3,71.75,56.83569397,50.3266847,62.75589798,,8.384279476,65.73,23.26722927,12655.046,54390.0,708237.0,75.3,2.390145247,,,,3429118.0,66.644,2.034990897,,56790.0
4803,6.544461731,,63.24692039,34400.0,88.0,0.370526316,40.07490637,1070.0525,80.91603053,1055.4564,16.27673238,1.19398157,33.1543868,565845267.4,44.9704142,42.47104247,0.437372599,2310000.0,1168.0,801479.0,1131.1,71.94,56.28387668,49.4761798,62.48354645,,5.756233766,64.63,23.21281853,12625.452,54390.0,708594.0,77.47,2.390145247,,,,3495903.0,66.191,1.928862616,,56790.0
4804,7.629200799,,63.61463504,34600.0,94.0,0.4,39.92805755,1109.6325,80.2919708,1101.3782,16.90343141,0.690686928,28.3790964,600455211.4,40.64171123,42.83875712,0.429809919,2330000.0,1168.0,807299.0,1154.7,70.41,55.07803964,48.12138383,61.42012441,,7.858553648,65.22,23.1584078,12595.858,54390.0,699168.0,80.93,2.390145247,,,,3563495.0,65.735,1.915009343,,56790.0
4805,8.696051971,,63.9823497,34800.0,96.0,0.412903226,36.39705882,994.17,77.41935484,964.5962,15.62700295,0.835452584,31.11188892,703126357.9,37.07317073,43.20647178,0.422265579,2350000.0,1168.0,799023.0,1094.8,73.43,54.70275084,47.58661617,61.19598063,,3.67086383,67.79,23.10399706,12566.264,54390.0,729829.0,84.82,2.390145247,,,,3632752.0,65.276,1.924868292,,56790.0
4806,9.751980886,,64.717779,35200.0,108.0,0.514285714,44.23676012,1421.055,82.84023669,1401.8814,8.920978946,0.755709167,36.55005838,833883374.2,34.08071749,43.57418643,0.414945242,2370000.0,1168.0,833289.0,1132.6,69.43,54.72231242,47.63186814,61.19458917,,0.288556962,73.34,23.04958632,12536.67,54390.0,735748.0,93.35,2.757859901,,,,3701972.0,64.815,1.887516288,,56790.0
4807,7.402833234,,65.63706564,35700.0,125.0,0.595238095,40.19933555,1212.6525,79.59183673,1174.8352,,,33.64337311,791152345.9,34.08071749,43.94190108,0.406861143,2390000.0,1168.0,885517.0,1130.7,72.85,53.74702463,47.04164275,59.85566814,,0.013878661,78.99,22.99517558,12507.076,54390.0,783163.0,96.69,3.309431881,,,,3780132.0,64.351,2.089327901,,56790.0
4808,11.84856864,,66.09670895,35950.0,129.0,0.558441558,37.15277778,1068.4375,76.69172932,1022.3188,9.299878316,1.13403943,16.92978337,636553566.0,34.08071749,44.30961574,0.398509344,2410000.0,1168.0,877647.0,1121.6,75.2,50.78354832,44.14224273,56.82961936,,0.0,80.87,22.94076485,12477.482,54390.0,782496.0,99.79,3.401360544,,,,3863409.0,63.884,2.179102468,,56790.0
4809,12.88690248,,66.83213826,36350.0,129.0,0.551282051,39.13043478,1168.385,77.93103448,1127.7214,6.606609044,0.973265259,20.68166839,946981975.7,34.08071749,44.67733039,0.39051941,2430000.0,1168.0,935210.0,1144.4,81.26,47.50063894,40.84446496,53.55477524,,0.000222222,89.1,22.88635411,12447.888,54390.0,817193.0,107.36,3.769075198,,,,3945863.0,63.413,2.111773395,,56790.0
4810,13.9175377,,67.19985291,36550.0,,,,1225.285,,1201.8638,3.380395858,1.280068938,21.348348,1008045141.0,34.08071749,45.04504505,0.382894822,2450000.0,1168.0,1061456.0,1242.9,87.3,43.17271012,36.28594222,49.43544145,,2.908930612,96.58,22.83194337,12418.294,54390.0,853985.0,117.93,3.769075198,,,,4027422.0,62.942,2.045878073,,56790.0
4811,9.334243234,,67.38371024,36650.0,,,,1182.6475,,1213.2474,3.879636302,1.38674667,21.07780122,1000433995.0,34.08071749,45.22890237,0.374323536,2460000.0,1168.0,1045866.0,1187.4,88.66,39.86433609,33.42286086,45.72440999,,9.837926829,94.72,22.77753263,12388.7,54390.0,880827.0,104.43,3.769075198,,,,4105241.0,62.467,1.913798104,,56790.0
4812,16.25527919,,67.38371024,36650.0,,,,1412.015,,1491.7284,7.591548326,1.236062076,19.86497174,1077166005.0,34.08071749,45.22890237,0.36451616,2460000.0,1168.0,1057893.0,1226.3,99.23,37.04620132,31.17495332,42.38952648,,10.2038374,102.45,22.72311087,12359.1,54390.0,862697.0,105.71,3.769075198,,,,4182017.0,61.968,1.852921597,,56790.0
4813,15.82769087,,70.78507079,38500.0,,,,1336.7625,,1304.0182,9.425617959,1.10715251,20.97594791,1135541676.0,34.08071749,48.72219158,0.382581152,2650000.0,1168.0,1268350.0,1112.4,96.27,37.00574644,30.72300314,42.73069258,,5.022867925,98.81,22.6686891,12329.5,54390.0,1140181.0,102.46,3.677146534,,,,4256694.0,61.454,1.769913662,,56790.0
4814,17.10985788,,70.2334988,38200.0,,,,1465.1525,,1463.5078,7.791131213,0.842023347,19.13954669,1152531754.0,34.08071749,48.72219158,0.372912272,2650000.0,1168.0,1306625.0,1090.1,89.77,36.8489285,30.25033062,42.87647672,9.3306997,11.72499245,92.82,22.61426733,12299.9,54390.0,1198660.0,109.9,3.125574554,,,,4330465.0,60.939,1.718212389,,56790.0
4815,21.13548752,,70.2334988,38200.0,,,,1394.31,,1353.2478,9.064289934,1.201942797,19.33883816,1236392784.0,34.08071749,48.72219158,0.363592308,2650000.0,1168.0,1310851.0,1153.1,102.38,36.79080213,29.98886956,43.02697323,1.359011111,1.846203774,100.84,22.55984556,12270.3,54390.0,1136766.0,93.89,3.125574554,,,,4403714.0,60.421,1.677334924,,56790.0
4816,19.83255171,,70.2334988,38200.0,,,,1579.4775,,1574.3638,10.80864373,1.125873475,18.92186015,1089039683.0,34.08071749,48.72219158,0.354599063,2650000.0,1168.0,1249728.0,1236.2,97.1,36.54144754,29.60187518,42.93428296,2.93904,3.327215094,98.5,22.50542379,12240.7,54390.0,1010956.0,97.98,3.125574554,56198.45264,0.3481321,198.7614037,4476464.0,59.9,1.638517327,0.151361468,56790.0
4817,21.04494509,,70.2334988,38200.0,,,,1431.25,,1522.78,9.471707604,1.194770128,20.38507891,1237612303.0,34.08071749,48.72219158,0.345891862,2650000.0,1168.0,1263762.0,1130.8,100.52,35.22978438,29.11774013,40.90963316,14.21458824,13.67818868,100.67,22.45100202,12211.1,54390.0,1117554.0,108.13,3.125574554,,,,4548699.0,59.372,1.600780895,,56790.0
4818,19.45706554,,70.2334988,38200.0,,,,1474.73,,1518.7272,9.48291865,1.48769836,20.31555978,1297640990.0,34.08071749,48.72219158,0.337459465,2650000.0,1168.0,1301069.0,1137.2,105.63,33.79228276,28.52992386,38.73140462,,5.779388679,105.89,22.39658025,12181.5,54390.0,1144144.0,114.55,3.125574554,,,,4620428.0,58.838,1.564608349,,56790.0
4819,26.32275299,,70.2334988,38200.0,,,,1461.465,,1599.9024,11.78625682,1.63198303,19.64947842,1381204235.0,34.08071749,48.72219158,0.32932841,2650000.0,1168.0,1339107.0,1145.2,111.28,32.79463616,27.3974953,37.89283952,,15.35684906,110.32,22.34215849,12151.9,54390.0,1169323.0,119.09,3.125574554,,,,4691053.0,58.298,1.516973602,,56790.0
4820,23.85225331,,70.2334988,38200.0,,,,1516.9875,,1537.4118,12.61470309,1.610943767,19.51459005,1364587765.0,34.08071749,48.72219158,0.32148123,2650000.0,1168.0,1372361.0,1143.0,112.96,31.84473366,26.43048402,36.99658037,,2.676037736,114.05,22.28773672,12122.3,54390.0,1200694.0,123.96,3.125574554,,,,4760552.0,57.752,1.470655039,,56790.0
4821,24.32306868,,70.2334988,38200.0,,,,1697.42,,1716.4502,8.590821896,1.348214861,19.17251799,1435260748.0,34.08071749,48.72219158,0.313885092,2650000.0,1168.0,1355508.0,1150.3,112.72,31.80407098,26.30835866,37.05276247,,2.676037736,116.4,22.23331495,12092.7,54390.0,1178372.0,117.02,3.125574554,,,,4829156.0,57.2,1.430808329,,56790.0
4822,24.65541216,,70.2334988,38200.0,,,,,,,8.564141916,1.48035777,18.81445467,1588525507.0,,48.72219158,0.306541633,2650000.0,,1403574.0,1149.5,115.76,31.42883563,26.06114393,36.58740912,,2.064833962,121.99,22.17889318,12063.1,54390.0,1221064.0,125.79,3.125574554,,,,4896604.0,56.642,1.387019242,,56790.0
4823,,,,,,,,,,,4.409078517,1.329091472,18.3499899,1530613990.0,,,,,,1439850.0,1167.8,119.81,30.79806505,25.1412251,36.18163308,,,128.24,,,,1233007.0,142.92,,,,,4962262.0,56.079,1.331978155,,
4824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,81.42901716,,43.05555556,310.0,128.0,85.33333333,55.55555556,54.12,40.0,17.7906,,,22.38406962,44591018.02,,20.83333333,0.14708478,15000.0,,,,87.7,35.01391808,5.196862272,53.0253326,,,88.59,12.43055556,89.5,720.0,,93.13,16.66666667,,,,78542.0,77.016,0.589957145,,750.0
4826,82.36614828,,41.66666667,300.0,120.0,80.0,66.66666667,55.74,40.0,18.4462,1.293751542,0.495600859,19.636923,40225939.82,,20.83333333,0.146194556,15000.0,,,,90.56,33.86799671,4.786993828,51.42493523,,,91.73,12.43055556,89.5,720.0,,97.74,15.27777778,705.378139,16.68949,122.0725158,78992.0,76.988,0.571306796,7.630513445,750.0
4827,83.22704631,,41.66666667,300.0,,,66.66666667,55.665,40.0,18.4462,0.031514522,0.326471557,18.28743962,33121704.15,,20.83333333,0.145334754,15000.0,,,,90.88,32.84152696,4.460658944,49.97274957,,,91.75,12.43055556,89.5,720.0,,96.18,15.27777778,,,,79429.0,76.959,0.551695935,,750.0
4828,84.07827011,,41.66666667,300.0,172.0,114.6666667,66.66666667,55.6675,40.0,18.4462,0.637194676,0.275647054,18.10622953,33091720.18,,20.83333333,0.144503102,15000.0,,,,94.51,32.02619939,4.181735986,48.82473289,,0.0,94.89,12.43055556,89.5,720.0,,96.87,15.27777778,,,,79857.0,76.931,0.537399433,,750.0
4829,84.92644439,,41.66666667,300.0,215.0,143.3333333,66.66666667,55.6675,40.0,18.4462,2.392735632,0.361448594,19.16298151,38756476.87,,20.83333333,0.1436644,15000.0,,,,92.44,31.86069652,3.990929705,48.66034813,,0.0,93.1,12.43055556,89.5,720.0,,96.47,15.27777778,,,,80293.0,76.902,0.544490886,,750.0
